street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood,indeling_kamers,indeling_badkamers,indeling_voorzieningen,indeling_woonlagen,indeling_verdieping,indeling_energielabel,indeling_isolatie,indeling_verwarming,indeling_warm_water,kadaster_eigendomssituatie,kadaster_lasten,listing_data_soort_appartement,listing_data_soort_bouw,listing_data_bouwjaar,listing_data_soort_dak,listing_data_gebouwgebonden_buitenruimte_m2,listing_data_externe_bergruimte_m2,listing_data_inhoud_m3,overdracht_vraagprijs,overdracht_prijs_per_m2,overdracht_aangeboden_sinds,overdracht_status,overdracht_aanvaarding,overdracht_servicekosten,energy_label,surface_gebouwgebonden_buitenruimte_m2,surface_externe_bergruimte_m2,surface_inhoud_m3,aangeboden_date,servicekosten_num,has_berging,has_balkon,kadaster_lasten_price,kadaster_lasten_year,eigendom_year,woonlaag_num,num_kamers,num_badkamers,woonlagen_num,beschikbaar
Bos En Lommerweg,165-c,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerweg-165-c/43914925/,70,475000,6785.71,Amsterdam,Netherlands,"Bos En Lommerweg 165-c, Amsterdam, Netherlands",52.3809367,4.855402,bos en lommer,1 badkamer en 1 apart toilet,,"Frans balkon, mechanische ventilatie, en natuurlijke ventilatie",2 woonlagen,3e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Afgekocht tot 30-09-2053,Bovenwoning (appartement),Bestaande bouw,1934,Plat dak bedekt met bitumineuze dakbedekking,5.0,,243.0,€ 475.000 kosten koper,€ 6.786,4 weken,,In overleg,"€ 251,64 per maand",C,5.0,,243.0,2025-05-20,251.64,False,True,0.0,2053.0,0,3.0,,1,,False
Nachtwachtlaan,247,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-247/43898401/,58,395000,6810.34,Amsterdam,Netherlands,"Nachtwachtlaan 247, Amsterdam, Netherlands",52.362439,4.8432619,baarsjes,1 badkamer,,Lift en natuurlijke ventilatie,1 woonlaag,3e woonlaag,FWat betekent dit?,Dubbel glas en muurisolatie,Blokverwarming,Centrale voorziening,Gemeentelijke erfpacht (einddatum erfpacht: 15-09-2094),Afgekocht tot 15-09-2094,Bovenwoning (appartement),Bestaande bouw,1974,Plat dak bedekt met bitumineuze dakbedekking,8.0,,214.0,€ 395.000 kosten koper,€ 6.810,4 maanden,,In overleg,"€ 180,52 per maand",F,8.0,,214.0,2025-02-17,180.52,False,True,0.0,2094.0,2094,3.0,,1,1,False
Assendelftstraat,21,https://www.funda.nl/detail/koop/amsterdam/appartement-assendelftstraat-21/43926006/,66,450000,6818.18,Amsterdam,Netherlands,"Assendelftstraat 21, Amsterdam, Netherlands",52.3889139,4.8792214,spaarndammerbuurt,1 apart toilet,,Mechanische ventilatie,1 woonlaag,3e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Portiekflat (appartement),Bestaande bouw,1980,Plat dak,3.0,6.0,218.0,€ 450.000 kosten koper,€ 6.818,3 weken,,In overleg,"€ 146,92 per maand",C,3.0,6.0,218.0,2025-05-27,146.92,True,True,0.0,2099.0,0,3.0,,0,1,False
Burgemeester Hogguerstraat,207,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-207/43946169/,44,300000,6818.18,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 207, Amsterdam, Netherlands",52.3718518,4.8305034,Unknown,1 badkamer,,Lift en TV kabel,1 woonlaag,6e woonlaag,CWat betekent dit?,Dubbel glas,Blokverwarming,Centrale voorziening,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1965,Plat dak bedekt met bitumineuze dakbedekking,7.0,4.0,148.0,€ 300.000 kosten koper,€ 6.818,3 juni 2025,Beschikbaar,In overleg,,C,7.0,4.0,148.0,2025-06-03,,True,True,0.0,2099.0,0,6.0,,1,1,True
Jan Evertsenstraat,100-2,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-evertsenstraat-100-2/43934499/,58,400000,6896.55,Amsterdam,Netherlands,"Jan Evertsenstraat 100-2, Amsterdam, Netherlands",52.3706901,4.8531456,erasmusbuurt,1 apart toilet,,Mechanische ventilatie,1 woonlaag,2e woonlaag,DWat betekent dit?,,Gaskachels,Elektrische boiler,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,,,204.0,€ 400.000 kosten koper,€ 6.897,2 weken,Beschikbaar,In overleg,"€ 125,00 per maand",D,,,204.0,2025-06-03,125.0,False,False,,,9999,2.0,,0,1,True
Hertspieghelweg,50-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hertspieghelweg-50-1/43056359/,65,450000,6923.08,Amsterdam,Netherlands,"Hertspieghelweg 50-1, Amsterdam, Netherlands",52.381185,4.8525787,bos en lommer,1 badkamer en 1 apart toilet,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,1e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2055),Afgekocht tot 31-08-2055,Tussenverdieping (appartement),Bestaande bouw,1950,Plat dak,3.0,8.0,200.0,€ 450.000 kosten koper,€ 6.923,10 juni 2025,Beschikbaar,In overleg,"€ 196,40 per maand",D,3.0,8.0,200.0,2025-06-10,196.4,True,True,0.0,2055.0,2055,1.0,,1,1,True
Hertspieghelweg,78-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hertspieghelweg-78-1/43054819/,65,450000,6923.08,Amsterdam,Netherlands,"Hertspieghelweg 78-1, Amsterdam, Netherlands",52.3817825,4.8515581,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 31-08-2055,Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,3.0,8.0,197.0,€ 450.000 kosten koper,€ 6.923,Vandaag,Beschikbaar,In overleg,,C,3.0,8.0,197.0,2025-06-17,,True,True,0.0,2055.0,0,1.0,,1,1,True
Brouwersgracht,182-k,https://www.funda.nl/detail/koop/amsterdam/appartement-brouwersgracht-182-k/43050725/,72,500000,6944.44,Amsterdam,Netherlands,"Brouwersgracht 182-k, Amsterdam, Netherlands",52.3812402,4.8876821,jordaan,1 badkamer,,"Douche, ligbad, toilet, en wastafelmeubel",1 woonlaag,,Niet verplicht,Dubbel glas en vloerisolatie,Blokverwarming,Centrale voorziening,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1905,Zadeldak,,,184.0,€ 500.000 kosten koper,€ 6.944,13 juni 2025,Beschikbaar,Per direct beschikbaar,"€ 125,00 per maand",Niet verplicht,,,184.0,2025-06-13,125.0,False,False,,,9999,,,1,1,True
Postjeskade,33-1,https://www.funda.nl/detail/koop/amsterdam/appartement-postjeskade-33-1/43914212/,54,375000,6944.44,Amsterdam,Netherlands,"Postjeskade 33-1, Amsterdam, Netherlands",52.3635172,4.8550379,baarsjes,1 badkamer,,"Douche, toilet, en wastafel",1 woonlaag,1e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Eigendom belast met erfpacht (einddatum erfpacht: 01-01-2035),"€ 498,00 per jaar",Bovenwoning (appartement),Bestaande bouw,1930,,5.0,,190.0,€ 375.000 kosten koper,€ 6.944,4 weken,,In overleg,"€ 60,00 per maand",B,5.0,,190.0,2025-05-20,60.0,False,True,498.0,,2035,1.0,,1,1,False
Sanderijnstraat,1/Mar,https://www.funda.nl/detail/koop/amsterdam/appartement-sanderijnstraat-3-1/43058050/,57,400000,7017.54,Amsterdam,Netherlands,"Sanderijnstraat 3-1, Amsterdam, Netherlands",52.3765576,4.8508869,bos en lommer,1 badkamer,,"Douche, toilet, en wastafel",1 woonlaag,2e woonlaag,CWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-07-2064),"€ 582,01 per jaar met optie tot afkopen",Tussenverdieping (appartement),Bestaande bouw,1940,,4.0,10.0,191.0,€ 400.000 kosten koper,€ 7.018,12 juni 2025,Beschikbaar,In overleg,"€ 140,07 per maand",C,4.0,10.0,191.0,2025-06-12,140.07,True,True,582.01,,2064,2.0,,1,1,True
Kijkduinstraat,57-3,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-57-3/43933444/,64,450000,7031.25,Amsterdam,Netherlands,"Kijkduinstraat 57-3, Amsterdam, Netherlands",52.3822748,4.8530939,bos en lommer,1 badkamer,,Natuurlijke ventilatie en rookkanaal,2 woonlagen,3e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Erfpacht,Afgekocht tot 01-01-2051,Bovenwoning (appartement),Bestaande bouw,1934,Plat dak bedekt met bitumineuze dakbedekking,6.0,,216.0,€ 450.000 kosten koper,€ 7.031,2 weken,,In overleg,"€ 143,00 per maand",C,6.0,,216.0,2025-06-03,143.0,False,True,0.0,2051.0,0,3.0,,1,,False
Baetostraat,14-3,https://www.funda.nl/detail/koop/amsterdam/appartement-baetostraat-14-3/43939815/,59,415000,7033.9,Amsterdam,Netherlands,"Baetostraat 14-3, Amsterdam, Netherlands",52.379341,4.8482541,bos en lommer,1 badkamer,,Natuurlijke ventilatie,1 woonlaag,4e woonlaag,CWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement),Bestaande bouw,1940,Plat dak bedekt met bitumineuze dakbedekking,8.0,9.0,198.0,€ 415.000 kosten koper,€ 7.034,2 weken,Beschikbaar,In overleg,"€ 121,00 per maand",C,8.0,9.0,198.0,2025-06-03,121.0,True,True,0.0,2099.0,0,4.0,,1,1,True
Egidiusstraat,109-h,https://www.funda.nl/detail/koop/amsterdam/appartement-egidiusstraat-109-h/43925936/,71,500000,7042.25,Amsterdam,Netherlands,"Egidiusstraat 109-h, Amsterdam, Netherlands",52.3797943,4.8511997,bos en lommer,1 badkamer en 1 apart toilet,,Douche en wastafel,1 woonlaag,Begane grond,CWat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 01-09-2055),Afgekocht tot 01-09-2055,Benedenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,,4.0,261.0,€ 500.000 kosten koper,€ 7.042,4 weken,,Per direct beschikbaar,"€ 179,86 per maand",C,,4.0,261.0,2025-05-20,179.86,True,False,0.0,2055.0,2055,0.0,,1,1,False
John Franklinstraat,77-2,https://www.funda.nl/detail/koop/amsterdam/appartement-john-franklinstraat-77-2/43980494/,53,375000,7075.47,Amsterdam,Netherlands,"John Franklinstraat 77-2, Amsterdam, Netherlands",52.3729917,4.8533675,erasmusbuurt,1 apart toilet,,,1 woonlaag,3e woonlaag,EWat betekent dit?,Gedeeltelijk dubbel glas,,,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1932,,2.0,,182.0,€ 375.000 kosten koper,€ 7.075,8 weken,,In overleg,"€ 176,00 per maand",E,2.0,,182.0,2025-04-22,176.0,False,True,,,9999,3.0,,0,1,False
Adriaan Van Bergenstraat,3/Aug,https://www.funda.nl/detail/koop/amsterdam/appartement-adriaan-van-bergenstraat-8-3/43806420/,63,449000,7126.98,Amsterdam,Netherlands,"Adriaan Van Bergenstraat 8-3, Amsterdam, Netherlands",52.3725539,4.8640041,erasmusbuurt,1 badkamer en 1 apart toilet,,Douche,1 woonlaag,3e woonlaag,DWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 31-08-2033),Afgekocht tot 31-08-2033,Bovenwoning (appartement),Bestaande bouw,1934,Plat dak bedekt met bitumineuze dakbedekking,,5.0,167.0,€ 449.000 kosten koper,€ 7.127,4 maanden,,In overleg,"€ 149,35 per maand",D,,5.0,167.0,2025-02-17,149.35,True,False,0.0,2033.0,2033,3.0,,1,1,False
Elckerlijcstraat,46-2,https://www.funda.nl/detail/koop/amsterdam/appartement-elckerlijcstraat-46-2/43928103/,54,385000,7129.63,Amsterdam,Netherlands,"Elckerlijcstraat 46-2, Amsterdam, Netherlands",52.377245,4.8478682,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie,1 woonlaag,2e woonlaag,GWat betekent dit?,,Moederhaard,Geiser,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-06-2064),"€ 841,00 per jaar met optie tot afkopen",Tussenverdieping (appartement),Bestaande bouw,1940,,5.0,7.0,180.0,€ 385.000 kosten koper,€ 7.130,3 weken,,In overleg,"€ 137,71 per maand",G,5.0,7.0,180.0,2025-05-27,137.71,True,True,841.0,,2064,2.0,,1,1,False
Egidiusstraat,62-1,https://www.funda.nl/detail/koop/amsterdam/appartement-egidiusstraat-62-1/43065089/,61,435000,7131.15,Amsterdam,Netherlands,"Egidiusstraat 62-1, Amsterdam, Netherlands",52.3800565,4.8514761,bos en lommer,1 apart toilet,,TV kabel,1 woonlaag,,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Afgekocht tot 30-04-2055,Bovenwoning (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,3.0,9.0,196.0,€ 435.000 kosten koper,€ 7.131,Vandaag,Beschikbaar,In overleg,"€ 174,04 per maand",D,3.0,9.0,196.0,2025-06-17,174.04,True,True,0.0,2055.0,0,,,0,1,True
Haarlemmerweg,485-d,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-485-d/43989832/,56,400000,7142.86,Amsterdam,Netherlands,"Haarlemmerweg 485-d, Amsterdam, Netherlands",52.3848754,4.8578074,bos en lommer,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,2e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-11-2039,Bovenwoning (appartement),Bestaande bouw,1988,,5.0,3.0,175.0,€ 400.000 kosten koper,€ 7.143,8 weken,,In overleg,"€ 160,07 per maand",C,5.0,3.0,175.0,2025-04-22,160.07,True,True,0.0,2039.0,0,2.0,,1,1,False
Van Beuningenstraat,1-c,https://www.funda.nl/detail/koop/amsterdam/appartement-van-beuningenstraat-1-c/43937170/,56,400000,7142.86,Amsterdam,Netherlands,"Van Beuningenstraat 1-c, Amsterdam, Netherlands",52.3852655,4.8791311,staatsliedenbuurt,1 badkamer,,Mechanische ventilatie en TV kabel,1 woonlaag,3e woonlaag,CWat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-09-2031),Afgekocht tot 15-09-2031,Bovenwoning (appartement),Bestaande bouw,1980,Plat dak bedekt met bitumineuze dakbedekking,3.0,7.0,191.0,€ 400.000 kosten koper,€ 7.143,3 weken,Beschikbaar,In overleg,"€ 165,95 per maand",C,3.0,7.0,191.0,2025-05-27,165.95,True,True,0.0,2031.0,2031,3.0,,1,1,True
Baffinstraat,13-2,https://www.funda.nl/detail/koop/amsterdam/appartement-baffinstraat-13-2/43907097/,49,350000,7142.86,Amsterdam,Netherlands,"Baffinstraat 13-2, Amsterdam, Netherlands",52.3685742,4.8543607,baarsjes,1 badkamer en 1 apart toilet,,Douche en wastafel,4 woonlagen,2e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 16-11-2053),Afgekocht tot 16-11-2053,Bovenwoning (appartement),Bestaande bouw,1925,Zadeldak bedekt met pannen,8.0,5.0,169.0,€ 350.000 kosten koper,€ 7.143,5 weken,,Per direct beschikbaar,"€ 162,00 per maand",C,8.0,5.0,169.0,2025-05-13,162.0,True,True,0.0,2053.0,2053,2.0,,1,,False
Nachtwachtlaan,241,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-241/43912955/,58,415000,7155.17,Amsterdam,Netherlands,"Nachtwachtlaan 241, Amsterdam, Netherlands",52.362457,4.8432617,baarsjes,1 badkamer en 1 apart toilet,,Lift en TV kabel,1 woonlaag,3e woonlaag,DWat betekent dit?,Dubbel glas,Stadsverwarming,Centrale voorziening en stadsverwarming,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-09-2094,Portiekflat (appartement),Bestaande bouw,1974,Plat dak,9.0,4.0,182.0,€ 415.000 kosten koper,€ 7.155,4 weken,Beschikbaar,In overleg,"€ 169,00 per maand",D,9.0,4.0,182.0,2025-05-20,169.0,True,True,0.0,2094.0,0,3.0,,1,1,True
Admiraal De Ruijterweg,480-3,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-480-3/43929051/,69,495000,7173.91,Amsterdam,Netherlands,"Admiraal De Ruijterweg 480-3, Amsterdam, Netherlands",52.3846152,4.8479403,bos en lommer,1 badkamer,,"Mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,3e woonlaag,Niet beschikbaar,"Dubbel glas, HR-glas en vloerisolatie",Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Bovenwoning (appartement met open portiek),Bestaande bouw,1934,Plat dak,5.0,,230.0,€ 495.000 kosten koper,€ 7.174,3 weken,,In overleg,"€ 206,00 per maand",Niet beschikbaar,5.0,,230.0,2025-05-27,206.0,False,True,0.0,2099.0,0,3.0,,1,1,False
Hofwijckstraat,22-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hofwijckstraat-22-1/43890251/,69,495000,7173.91,Amsterdam,Netherlands,"Hofwijckstraat 22-1, Amsterdam, Netherlands",52.3797112,4.8506432,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Eeuwigdurend afgekocht,Tussenverdieping (appartement),Bestaande bouw,1950,Plat dak bedekt met bitumineuze dakbedekking,3.0,8.0,214.0,€ 495.000 kosten koper,€ 7.174,4 maanden,,In overleg,"€ 165,86 per maand",B,3.0,8.0,214.0,2025-02-17,165.86,True,True,0.0,2099.0,0,1.0,,1,1,False
Nova Zemblastraat,371,https://www.funda.nl/detail/koop/amsterdam/appartement-nova-zemblastraat-371/43989938/,55,395000,7181.82,Amsterdam,Netherlands,"Nova Zemblastraat 371, Amsterdam, Netherlands",52.3902475,4.8819088,spaarndammerbuurt,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,4e woonlaag,CWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-11-2038),,Bovenwoning (appartement),Bestaande bouw,1988,Plat dak,8.0,6.0,170.0,€ 395.000 kosten koper,€ 7.182,8 weken,,In overleg,"€ 108,63 per maand",C,8.0,6.0,170.0,2025-04-22,108.63,True,True,,,2038,4.0,,1,1,False
Nachtwachtlaan,442,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-442/43055875/,59,425000,7203.39,Amsterdam,Netherlands,"Nachtwachtlaan 442, Amsterdam, Netherlands",52.3635816,4.8434826,baarsjes,1 badkamer en 1 apart toilet,,Glasvezelkabel en lift,1 woonlaag,3e woonlaag,DWat betekent dit?,Dubbel glas en HR-glas,Blokverwarming,Centrale voorziening,Gemeentelijke erfpacht,Afgekocht tot 16-03-2097,Portiekflat (appartement),Bestaande bouw,1974,Plat dak bedekt met bitumineuze dakbedekking,9.0,7.0,186.0,€ 425.000 kosten koper,€ 7.203,9 juni 2025,Beschikbaar,In overleg,"€ 172,64 per maand",D,9.0,7.0,186.0,2025-06-09,172.64,True,True,0.0,2097.0,0,3.0,,1,1,True
Orteliusstraat,325-1,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-325-1/43867870/,52,375000,7211.54,Amsterdam,Netherlands,"Orteliusstraat 325-1, Amsterdam, Netherlands",52.3736196,4.8471484,erasmusbuurt,1 badkamer,,Natuurlijke ventilatie,1 woonlaag,2e woonlaag,DWat betekent dit?,Dakisolatie en muurisolatie,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1932,,3.0,,183.0,€ 375.000 kosten koper,€ 7.212,5 maanden,,In overleg,,D,3.0,,183.0,2025-01-17,,False,True,,,9999,2.0,,1,1,False
Willem De Zwijgerlaan,334-d16,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-334-d16/43903014/,38,275000,7236.84,Amsterdam,Netherlands,"Willem De Zwijgerlaan 334-d16, Amsterdam, Netherlands",52.3810282,4.8610795,bos en lommer,1 badkamer,,"Lift, mechanische ventilatie, en TV kabel",1 woonlaag,3e woonlaag,DWat betekent dit?,Dubbel glas,Elektrische verwarming,Elektrische boiler,Eigendom belast met erfpacht (einddatum erfpacht: 01-09-2043),"€ 321,45 per jaar",Bovenwoning (appartement),Bestaande bouw,1959,Plat dak bedekt met bitumineuze dakbedekking,,,165.0,€ 275.000 kosten koper,€ 7.237,5 weken,Beschikbaar,In overleg,"€ 152,25 per maand",D,,,165.0,2025-05-13,152.25,False,False,321.45,,2043,3.0,,1,1,True
Wormerveerstraat,3/Jan,https://www.funda.nl/detail/koop/amsterdam/appartement-wormerveerstraat-1-3/43991106/,51,370000,7254.9,Amsterdam,Netherlands,"Wormerveerstraat 1-3, Amsterdam, Netherlands",52.3887881,4.8770045,spaarndammerbuurt,1 badkamer,,TV kabel,2 woonlagen,3e woonlaag,EWat betekent dit?,Dubbel glas,Gashaard,Cv-ketel,Gemeentelijke erfpacht,Afgekocht tot 15-05-2054,Bovenwoning (appartement),Bestaande bouw,,Samengesteld dak bedekt met bitumineuze dakbedekking,,,170.0,€ 370.000 kosten koper,€ 7.255,6 weken,,In overleg,"€ 198,00 per maand",E,,,170.0,2025-05-06,198.0,False,False,0.0,2054.0,0,3.0,,1,,False
De Clercqstraat,38-2,https://www.funda.nl/detail/koop/amsterdam/appartement-de-clercqstraat-38-2/43923670/,62,450000,7258.06,Amsterdam,Netherlands,"De Clercqstraat 38-2, Amsterdam, Netherlands",52.3712731,4.8711265,amsterdam-west,1 badkamer,,Frans balkon en TV kabel,1 woonlaag,,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 16-03-2026),"€ 101,64 per jaar",Bovenwoning (appartement),Bestaande bouw,,,9.0,,206.0,€ 450.000 kosten koper,€ 7.258,3 weken,Beschikbaar,In overleg,"€ 67,83 per maand",D,9.0,,206.0,2025-05-27,67.83,False,True,101.64,,2026,,,1,1,True
Elckerlijcstraat,28-3,https://www.funda.nl/detail/koop/amsterdam/appartement-elckerlijcstraat-28-3/43936703/,55,400000,7272.73,Amsterdam,Netherlands,"Elckerlijcstraat 28-3, Amsterdam, Netherlands",52.37677,4.8481238,bos en lommer,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,4e woonlaag,FWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,"€ 755,00 per jaar",Bovenwoning (appartement),Bestaande bouw,1940,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5.0,10.0,182.0,€ 400.000 kosten koper,€ 7.273,3 weken,Beschikbaar,In overleg,,F,5.0,10.0,182.0,2025-05-27,,True,True,755.0,,0,4.0,,1,1,True
Bestevaerstraat,202-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-202-1/43948447/,55,400000,7272.73,Amsterdam,Netherlands,"Bestevaerstraat 202-1, Amsterdam, Netherlands",52.3791424,4.8580668,bos en lommer,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie,1 woonlaag,2e woonlaag,AWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-10-2065,Bovenwoning (appartement),Bestaande bouw,1942,,4.0,7.0,151.0,€ 400.000 kosten koper,€ 7.273,4 juni 2025,Beschikbaar,In overleg,,A,4.0,7.0,151.0,2025-06-04,,True,True,0.0,2065.0,0,2.0,,1,1,True
Hoofdweg,320-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-320-1/43957983/,55,400000,7272.73,Amsterdam,Netherlands,"Hoofdweg 320-1, Amsterdam, Netherlands",52.3708112,4.8501635,erasmusbuurt,1 badkamer,,TV kabel,1 woonlaag,2e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Afgekocht tot 16-09-2054,Bovenwoning (appartement),Bestaande bouw,1927,Plat dak,7.0,9.0,188.0,€ 400.000 kosten koper,€ 7.273,2 maanden,,In overleg,,C,7.0,9.0,188.0,2025-04-17,,True,True,0.0,2054.0,0,2.0,,1,1,False
Bos En Lommerweg,161-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerweg-161-1/43994864/,55,400000,7272.73,Amsterdam,Netherlands,"Bos En Lommerweg 161-1, Amsterdam, Netherlands",52.3811631,4.8557074,bos en lommer,1 badkamer,,Mechanische ventilatie,1 woonlaag en een zolder,1e woonlaag,CWat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-08-2058),"€ 589,00 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1934,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3.0,12.0,182.0,€ 400.000 kosten koper,€ 7.273,6 weken,Beschikbaar,In overleg,"€ 112,00 per maand",C,3.0,12.0,182.0,2025-05-06,112.0,True,True,589.0,,2058,1.0,,1,1,True
